pid	toefl	gre	undergra_major	undergra_grade	school	degree	major	apply_result
988	101.0	324.0	Chemistry	3.4156	SUNY University at Buffalo	ms	Bioengineering and Biomedical Engineering	ad
988	101.0	324.0	Chemistry	3.4156	University of California  San Diego	phd	Nanoengineering	reject
988	101.0	324.0	Chemistry	3.4156	Boston University	phd	Chemistry	reject
988	101.0	324.0	Chemistry	3.4156	The Pennsylvania State University	phd	Bioengineering and Biomedical Engineering	reject
988	101.0	324.0	Chemistry	3.4156	University of South Florida	phd	Chemistry	offer
988	101.0	324.0	Chemistry	3.4156	Arizona State University	phd	Chemistry	reject
988	101.0	324.0	Chemistry	3.4156	University of California  San Diego	ms	Materials Science	ad
988	101.0	324.0	Chemistry	3.4156	University of Illinois at UrbanaChampaign	ms	Materials Science	reject
988	101.0	324.0	Chemistry	3.4156	University of Maryland  College Park	phd	Chemistry	reject
988	101.0	324.0	Chemistry	3.4156	University of California  Los Angeles	phd	Bioengineering and Biomedical Engineering	reject
988	101.0	324.0	Chemistry	3.4156	Boston University	phd	Materials Science	reject
988	101.0	324.0	Chemistry	3.4156	University of Massachusetts  Amherst	phd	Chemistry	reject
988	101.0	324.0	Chemistry	3.4156	University of California  San Diego	phd	Materials Science	ad
988	101.0	324.0	Chemistry	3.4156	University of Delaware	phd	Materials Science	reject
988	101.0	324.0	Chemistry	3.4156	National University of Singapore	phd	NGS	reject
989	99.0	321.0	Chemistry	3.48	University of Akron	phd	polymer science	offer
990	95.0	316.0	Hotel management	3.21	Georgetown University	mps	Grobal Hospitality Leadership	offer
990	95.0	316.0	Hotel management	3.21	Boston University	ms	economic development  tourism management	offer
990	95.0	316.0	Hotel management	3.21	Purdue University	ms	Hospitality and tourism management	offer
990	95.0	316.0	Hotel management	3.21	North Carolina State University	ms	Hospitality Management	reject
990	95.0	316.0	Hotel management	3.21	University of Georgia	ms	MPA	offer
991	107.0	316.0	English	3.74	Georgetown University	ma	Communication Culture and Technology	ad
991	107.0	316.0	English	3.74	Johns Hopkins University	ma	communication public and media relations	ad
991	107.0	316.0	English	3.74	University of Southern California	mcm	communication management	ad
991	107.0	316.0	English	3.74	New York University	ms	Public relations and corporate communication	ad
991	107.0	316.0	English	3.74	Columbia University	ms	communication practice	reject
992	108.0	324.0	Communication engineering	3.5	Arizona State University	phd	Computer Science	ad
993	101.0	322.0	Biology	3.34	University of Houston	phd	Cell and Molecular Biology	offer
994	108.0	321.0	economic	3.75	Duke University	ma	Economics and Econometrics	ad
994	108.0	321.0	economic	3.75	Columbia University	ma	QMSS	ad
994	108.0	321.0	economic	3.75	University of Wisconsin	ma	Economics and Econometrics	ad
995	101.0	320.0	Measurement and control technology and equipment	3.66	University of California  San Diego	ms	Electrical and Computer Engineering	ad
996	94.0	317.0	Civil Engineering	3.6127999999999996	University of Southern California	ms	Civil Engineering	ad
996	94.0	317.0	Civil Engineering	3.6127999999999996	Texas AM University	ms	Civil Engineering	ad
996	94.0	317.0	Civil Engineering	3.6127999999999996	University of California  Los Angeles	ms	Civil Engineering	ad
996	94.0	317.0	Civil Engineering	3.6127999999999996	Johns Hopkins University	ms	Civil Engineering	ad
996	94.0	317.0	Civil Engineering	3.6127999999999996	University of Washington	ms	Civil Engineering	ad
996	94.0	317.0	Civil Engineering	3.6127999999999996	University of Michigan  Ann Arbor	ms	Civil Engineering	ad
996	94.0	317.0	Civil Engineering	3.6127999999999996	The Pennsylvania State University	ms	Civil Engineering	ad
996	94.0	317.0	Civil Engineering	3.6127999999999996	University of Virginia	meng	Civil Engineering	ad
997	103.0	320.0	Public management	3.68	Georgetown University	ma	Public Policy Analysis	ad
997	103.0	320.0	Public management	3.68	Cornell University	ma	Public Administration	ad
997	103.0	320.0	Public management	3.68	University of Southern California	ma	Public Administration	ad
997	103.0	320.0	Public management	3.68	Johns Hopkins University	ma	Public Administration	reject
997	103.0	320.0	Public management	3.68	Columbia University	ma	Public Administration	reject
997	103.0	320.0	Public management	3.68	Carnegie Mellon University	ma	public policy and management	reject
997	103.0	320.0	Public management	3.68	Ohio State University	ma	Public Administration	reject
997	103.0	320.0	Public management	3.68	University of Washington	ma	Public Administration	ad
997	103.0	320.0	Public management	3.68	University of Pittsburgh	ma	Public Administration	ad
997	103.0	320.0	Public management	3.68	University of Miami	ma	Public Administration	ad
998	102.0	319.0	Chinese language and literature	3.23	Northwestern University	ms	Master of science in leadership for creative enterprises	offer
999	96.0	321.0	Gas Storage and Transportation	3.44	University of Southern California	ms	Petroleum Engineering	ad
1000	113.0	325.0	Vehicle Engineering	3.4	The Pennsylvania State University	ms	Engineering of Science and Mechanics	ad
1000	113.0	325.0	Vehicle Engineering	3.4	Wayne State University	ms	Mechanical Engineering	ad
1000	113.0	325.0	Vehicle Engineering	3.4	Stevens Institute of Technology	meng	Mechanical Engineering	ad
1000	113.0	325.0	Vehicle Engineering	3.4	Michigan Technological University	phd	Mechanical Engineering	ad
1001	89.0	306.0	English language and literature; psychology	3.13	University of Missouri	ma	Counseling Psychology	ad
1001	89.0	306.0	English language and literature; psychology	3.13	University of Minnesota  Twin Cities	ma	College Student Counseling and Personnel Services	offer
1001	89.0	306.0	English language and literature; psychology	3.13	Arizona State University	ms	Counseling Psychology	offer
1002	104.0	328.0	Chemical Engineering and Technology	3.53	Boston College	phd	Chemistry	offer
1002	104.0	328.0	Chemical Engineering and Technology	3.53	University of Massachusetts  Amherst	phd	Chemistry	offer
1002	104.0	328.0	Chemical Engineering and Technology	3.53	Washington University in St Louis	phd	Chemistry	offer
1002	104.0	328.0	Chemical Engineering and Technology	3.53	University of Georgia	phd	Chemistry	offer
1003	104.0	327.0	Photoelectric Information Science and Engineering	3.572	Northwestern University	phd	Electrical and Electronics Engineering	offer
1003	104.0	327.0	Photoelectric Information Science and Engineering	3.572	Texas AM University	phd	Electrical and Electronics Engineering	ad
1003	104.0	327.0	Photoelectric Information Science and Engineering	3.572	McGill University	meng	Electrical and Electronics Engineering	offer
1003	104.0	327.0	Photoelectric Information Science and Engineering	3.572	University of California  Berkeley	ms	Electrical and Electronics Engineering	reject
1003	104.0	327.0	Photoelectric Information Science and Engineering	3.572	University of California  Santa Barbara	ms	Materials Science	reject
1004	96.0	313.0	architecture	3.32	Texas AM University	ma	Architecture	ad
1004	96.0	313.0	architecture	3.32	Southern California Institute of Architecture	ma	Architecture	ad
1004	96.0	313.0	architecture	3.32	Tulane University	ma	Architecture	ad
1004	96.0	313.0	architecture	3.32	University of Houston	ma	Architecture	ad
1004	96.0	313.0	architecture	3.32	Rice University	ma	Architecture	reject
1004	96.0	313.0	architecture	3.32	University of Washington	ma	Architecture	ad
1004	96.0	313.0	architecture	3.32	University of Kansas	ma	Architecture	reject
1005	109.0	326.0	news	3.8	Northwestern University	ms	Custom Leadership	offer
1006	107.0	320.0	international economy and trading	3.76	George Washington University	phd	Economics and Econometrics	ad
1007	101.0	325.0	Biology	3.81	Arizona State University	phd	biomedical informatics	offer
1008	92.0	301.0	Chinese International Education	3.94	Miami University	ma	Master of Arts in Teaching in Foreign Languages	offer
1008	92.0	301.0	Chinese International Education	3.94	George Washington University	ma	Chinese Language and Literature	ad
1008	92.0	301.0	Chinese International Education	3.94	University of Wisconsin	ma	Chinese Language and Literature	reject
1008	92.0	301.0	Chinese International Education	3.94	University of Massachusetts  Amherst	ma	Chinese	ad
1008	92.0	301.0	Chinese International Education	3.94	University of Nebraska  Lincoln	ma	Teaching Learing and Teacher Education	ad
1008	92.0	301.0	Chinese International Education	3.94	Brandeis University	ma	MAT chineses	reject
1009	102.0	325.0	Atmospheric Science	3.56	University of California  Santa Cruz	phd	Earth Sciences	offer
1010	107.0	319.0	English translator	3.37	New York University	ma	International Education	ad
1010	107.0	319.0	English translator	3.37	George Washington University	ma	International Education Program	ad
1010	107.0	319.0	English translator	3.37	Vanderbilt University	med	International Education Policy and Management	reject
1010	107.0	319.0	English translator	3.37	University of Pennsylvania	ms	International Educational Development	reject
1011	108.0	318.0	Journalism	3.64	The Pennsylvania State University	phd	Mass Communication	offer
1012	96.0	310.0	landscape garden	3.1	University of Virginia	ma	MLA25	offer
1012	96.0	310.0	landscape garden	3.1	Rhode Island School of Design	ma	MLA2	offer
1012	96.0	310.0	landscape garden	3.1	University of Washington	ma	MLA2	reject
1012	96.0	310.0	landscape garden	3.1	The Pennsylvania State University	ma	MLA2	reject
1013	100.0	324.0	landscape garden	3.67	University of Michigan  Ann Arbor	ma	master of urban design	ad
1013	100.0	324.0	landscape garden	3.67	University of Virginia	ma	MLA Path2	ad
1013	100.0	324.0	landscape garden	3.67	Harvard University	ma	MLAUD	reject
1013	100.0	324.0	landscape garden	3.67	Carnegie Mellon University	ma	Mater of urban design	reject
1013	100.0	324.0	landscape garden	3.67	Ohio State University	ma	MLA	ad
1013	100.0	324.0	landscape garden	3.67	University of California  Berkeley	ma	urban design	ad
1013	100.0	324.0	landscape garden	3.67	Columbia University	ma	MSAUD	reject
1013	100.0	324.0	landscape garden	3.67	Texas AM University	ma	Landscape Architecture	ad
1013	100.0	324.0	landscape garden	3.67	The Pennsylvania State University	ma	Landscape Architecture	offer
1013	100.0	324.0	landscape garden	3.67	University of Toronto	ma	Urban design	ad
1014	102.0	323.0	remote sensing	3.4668	University of Southern California	ms	Environmental Engineering	ad
1014	102.0	323.0	remote sensing	3.4668	Carnegie Mellon University	ms	Environmental Engineering	ad
1014	102.0	323.0	remote sensing	3.4668	University of Washington	ms	Civil Engineering	ad
1014	102.0	323.0	remote sensing	3.4668	University of California  Davis	ms	Environmental Engineering	ad
1014	102.0	323.0	remote sensing	3.4668	Columbia University	ms	Environmental Engineering	ad
1014	102.0	323.0	remote sensing	3.4668	Georgia Institute of Technology	ms	Environmental Engineering	reject
1015	88.0	313.0	mathematics	3.34	Boston University	ma	Economics and Econometrics	ad
1016	102.0	309.0	English	3.6	Syracuse University	ma	Clinical mental health counseling	ad
1017	94.0	313.0	medical test	3.6	Tufts University	ms	Biology and Biological Sciences	offer
1018	104.0	323.0	Mechanics	3.52	Cornell University	phd	Mechanical Engineering	offer
1018	104.0	323.0	Mechanics	3.52	University of Texas  Austin	phd	Engineering Mechanics	ad
1018	104.0	323.0	Mechanics	3.52	University of Minnesota  Twin Cities	phd	Civil Engineering	offer
1018	104.0	323.0	Mechanics	3.52	University of Pennsylvania	phd	Materials Engineering	offer
1019	105.0	328.0	economics	3.52	Boston University	phd	Economics and Econometrics	offer
1019	105.0	328.0	economics	3.52	Johns Hopkins University	phd	Economics and Econometrics	offer
1020	96.0	322.0	zoology	4.0	North Carolina State University	phd	Animal Sciences	ad
1021	111.0	328.0	Mechanical engineering	3.32	University of California  Davis	ms	business analytics	ad
1021	111.0	328.0	Mechanical engineering	3.32	University of Rochester	ms	Business Analytics	ad
1021	111.0	328.0	Mechanical engineering	3.32	Fordham University	ms	business analytics	ad
1022	103.0	323.0	finance	3.71	Columbia University	ms	Applied Analytics	ad
1022	103.0	323.0	finance	3.71	Cornell University	ma	Public Administration	ad
1023	93.0	310.0	Architecture	3.28	University of California  Los Angeles	ma	Architecture	ad
1023	93.0	310.0	Architecture	3.28	Tulane University	ma	Architecture	offer
1023	93.0	310.0	Architecture	3.28	Illinois Institute of Technology	ma	Architecture	ad
1023	93.0	310.0	Architecture	3.28	North Carolina State University	ma	Architecture	ad
1023	93.0	310.0	Architecture	3.28	University of Texas  Austin	ma	Architecture	reject
1023	93.0	310.0	Architecture	3.28	University of Michigan  Ann Arbor	ma	Architecture	reject
1023	93.0	310.0	Architecture	3.28	University of Washington	ma	Architecture	ad
1023	93.0	310.0	Architecture	3.28	University of Virginia	ma	Architecture	reject
1023	93.0	310.0	Architecture	3.28	University of Minnesota  Twin Cities	ma	Architecture	ad
1023	93.0	310.0	Architecture	3.28	University of Florida	ma	Architecture	ad
1023	93.0	310.0	Architecture	3.28	Texas AM University	ma	March 2	ad
1023	93.0	310.0	Architecture	3.28	Syracuse University	ma	March 2	ad
1024	89.0	308.0	City planning	3.0	University of Oregon	ma	Architecture	ad
1024	89.0	308.0	City planning	3.0	Illinois Institute of Technology	ma	Architecture	ad
1024	89.0	308.0	City planning	3.0	Clemson University	ma	Architecture	ad
1024	89.0	308.0	City planning	3.0	Syracuse University	ma	Architecture	ad
1024	89.0	308.0	City planning	3.0	Virginia Tech	ma	Architecture	ad
1024	89.0	308.0	City planning	3.0	New Jersey Institute of Technology	ma	Architecture	ad
1024	89.0	308.0	City planning	3.0	University of Minnesota  Twin Cities	ma	Architecture	reject
1024	89.0	308.0	City planning	3.0	Texas AM University	ma	Architecture	ad
1025	101.0	318.0	Financial Mathematics	3.69	Stevens Institute of Technology	ms	Financial Engineering	offer
1026	105.0	323.0	economics	3.7	Johns Hopkins University	ma	Economic Development	offer
